Borough,Barking and Dagenham,Barnet,Bexley,Brent,Bromley,Camden,City,City of Westminster,Croydon,Ealing,Enfield,Greenwich,Hackney,Hammersmith and Fulham,Haringey,Harrow,Havering,Hillingdon,Hounslow,Islington,Kensington and Chelsea,Kingston,Lambeth,Lewisham,Merton,Newham,Redbridge,Richmond,Southwark,Sutton,Tower Hamlets,Waltham Forest,Wandsworth
Total Emissions," 403,002 "," 996,594 "," 1,435,925 "," 696,662 "," 804,168 "," 714,103 "," 222,302 "," 1,020,321 "," 805,460 "," 822,635 "," 1,657,051 "," 626,183 "," 419,137 "," 442,384 "," 480,291 "," 511,929 "," 770,761 "," 1,819,010 "," 799,401 "," 433,955 "," 482,201 "," 394,821 "," 617,377 "," 878,010 "," 443,608 "," 760,494 "," 617,456 "," 503,207 "," 596,439 "," 662,032 "," 545,213 "," 499,471 "," 635,090 "
