Country,Year,tree_cover_loss_ha,tree_cover_loss_from_fires_ha
PAN,2004,16835.99287,388.0631826
PER,2004,101320.4688,5442.215774
PHL,2004,48579.06243,674.8961278
PLW,2004,29.82970905,1.525861261
PNG,2004,58329.43331,2425.910532
POL,2004,41873.83975,236.8998446
PRI,2004,1323.684332,10.90546456
PRK,2004,11358.56694,1796.00236
PRT,2004,55314.55767,16054.16897
PRY,2004,247347.943,17031.47681
PSE,2004,1.180418107,0
ROU,2004,18859.00772,805.4317939
RUS,2004,3521017.807,2410024.389
RWA,2004,1121.687132,0
SDN,2004,13.20682805,0
SEN,2004,128.0469593,0.446330732
SGP,2004,34.99393024,0.07691029
SLB,2004,3543.180225,43.77780681
SLE,2004,4019.839491,9.907012834
SLV,2004,4554.936208,117.1626777
SMR,2004,0.613287081,0
SOM,2004,215.0111914,12.95596237
SRB,2004,2637.804358,82.50326174
SSD,2004,10442.50618,78.12792073
SUR,2004,5423.311786,548.1330169
SVK,2004,4624.862474,63.29132217
SVN,2004,1271.787497,34.38516362
SWE,2004,271564.1661,2787.150638
SWZ,2004,5363.851962,71.33737808
SXM,2004,1.098571789,0
SYR,2004,107.0223453,15.2362191
TCA,2004,10.44454822,0.500725209
TCD,2004,456.7286127,0.375005543
TGO,2004,2761.038164,2.133063697
THA,2004,91835.29434,765.2037492
TJK,2004,20.00465123,0
TKM,2004,28.8497196,1.996506395
TLS,2004,2061.910767,124.8680216
TTO,2004,734.0504236,11.12402962
TUN,2004,318.5653458,0
TUR,2004,28978.04726,2215.871711
TWN,2004,1858.343827,80.32237725
TZA,2004,66892.58738,193.566985
UGA,2004,18076.7597,5.686876713
UKR,2004,49493.09679,1494.914902
URY,2004,15126.32598,520.157404
USA,2004,2746107.321,807895.7112
UZB,2004,48.65639147,3.349379143
VCT,2004,21.28327655,0
VEN,2004,90986.85666,5433.343719
VGB,2004,2.630956387,0.073094465
VIR,2004,33.27492403,0.806768695
VNM,2004,73880.88154,1162.455067
VUT,2004,377.5604624,10.72258539
XAD,2004,1.589353235,0
XCA,2004,16.44449478,2.347173463
XKO,2004,572.839652,17.84199574
XNC,2004,15.4524238,0.755398178
ZAF,2004,72602.01358,1920.401696
ZMB,2004,28487.54906,124.9015845
ZWE,2004,8421.515295,96.46729851
AFG,2005,235.9568343,191.7155424
AGO,2005,93434.73684,401.1160748
AIA,2005,3.658662923,0
ALA,2005,698.8540973,4.051229959
ALB,2005,694.575351,96.81566685
AND,2005,2.396157698,0.171214735
ARG,2005,367249.3478,16556.41354
ARM,2005,104.0145776,21.75903118
ATG,2005,61.16559982,4.783356495
AUS,2005,177023.6081,83971.09972
AUT,2005,21657.14561,87.00716462
AZE,2005,246.2652588,36.33788303
BDI,2005,985.3796719,0.307199248
BEL,2005,3027.934669,40.26991759
BEN,2005,1591.086602,2.290029677
BES,2005,1.106611155,0.295446446
BFA,2005,16.907762,0
BGD,2005,3293.032456,34.6227313
BGR,2005,6566.710561,203.9449236
BHS,2005,1450.090574,667.2607722
BIH,2005,573.6156294,33.08901267
BLM,2005,0.073298845,0
BLR,2005,36192.43595,583.7806726
BLZ,2005,8103.846463,1047.824206
BMU,2005,0.326339101,0
BOL,2005,250748.3272,32476.55046
BRA,2005,3486562.705,209016.4348
BRB,2005,9.518267798,0
BRN,2005,1278.318599,112.7338861
BTN,2005,770.0022306,99.732123
BWA,2005,49.09584397,1.372322923
CAF,2005,29316.80744,114.5189265
CAN,2005,2920793.258,1731155.236
CHE,2005,2321.120704,18.70787986
CHL,2005,106925.7186,6427.358089
CHN,2005,383590.3454,40004.84715
CIV,2005,65315.24855,122.680906
CMR,2005,25159.00557,39.90753467
COD,2005,485292.8788,2610.736578
COG,2005,18853.37768,562.1679093
COL,2005,188743.6709,9145.366445
COM,2005,86.55857499,1.960170432
CPV,2005,5.479304097,0.222942951
CRI,2005,16562.80375,494.5588785
CUB,2005,12833.60324,2570.028348
CUW,2005,0.677289202,0
CYM,2005,9.160497889,1.163179807
CYP,2005,34.65057256,8.234591006
CZE,2005,25560.17641,31.66791034
DEU,2005,39738.50154,162.3976614
DMA,2005,52.32315261,0.81686075
DNK,2005,9048.804003,61.0249644
DOM,2005,25088.10483,8706.33162
DZA,2005,4469.568629,0
ECU,2005,40379.26473,2564.943723
EGY,2005,52.65109406,0
ESP,2005,48955.00105,18483.96523
EST,2005,14818.21345,145.0333309
ETH,2005,15868.63341,29.90906877
FIN,2005,230333.5206,2287.817488
FJI,2005,1665.637319,72.33240163
FRA,2005,46390.59105,1977.7202
GAB,2005,17699.01808,173.1006145
GBR,2005,8872.532132,475.9165512
GEO,2005,548.9994964,78.41949095
GHA,2005,41346.40078,60.02668893
GIN,2005,14580.93563,38.03497461
GLP,2005,223.0801862,2.589457462
GMB,2005,5.544739316,0.374498999
GNB,2005,3928.186248,1.658030404
GNQ,2005,1608.551506,6.300444865
GRC,2005,4180.682542,978.8307758
GRD,2005,47.48766736,1.203758063
GTM,2005,100829.2897,13662.89951
GUF,2005,2840.653312,177.9969444
GUY,2005,5832.153956,519.8397318
HKG,2005,8.768261271,0.213686667
HND,2005,40471.66286,2288.675913
HRV,2005,2747.170451,99.48321714
HTI,2005,2033.240901,138.0707961
HUN,2005,10398.14546,243.3920207
IDN,2005,1182441.785,122110.257
IMN,2005,10.69349067,1.631880998
IND,2005,62504.67385,1792.65974
IRL,2005,8093.547856,140.2366495
IRN,2005,173.0219534,27.45525145
IRQ,2005,4.556405289,0.062245498
ISR,2005,137.2860979,19.81654844
ITA,2005,10896.06101,1099.132806
JAM,2005,7597.856756,937.561825
JOR,2005,0.0654041,0
JPN,2005,36385.89071,96.00696886
KAZ,2005,3166.542801,748.1549882
KEN,2005,12745.43286,127.3680937
KGZ,2005,82.05093488,22.99258117
KHM,2005,64649.35026,1187.698322
KNA,2005,18.90325368,0.80922406
KOR,2005,8922.221204,0
LAO,2005,68327.27624,354.2625095
LBN,2005,300.1351942,44.21379747
LBR,2005,11323.80671,76.31297841
LBY,2005,21.82575351,0
LCA,2005,53.96006045,0.971483541
LIE,2005,5.532249858,0.052778115
LKA,2005,4682.153365,72.51521658
LSO,2005,2.013437065,0
LTU,2005,20384.54333,55.80077216
LUX,2005,67.94917344,0.050220833
LVA,2005,40712.26075,188.3845978
MAF,2005,4.906544016,0
MAR,2005,1526.380009,0
MDA,2005,109.776083,10.84486927
MDG,2005,93628.14996,3863.081728
MDV,2005,3.597419443,0
MEX,2005,206855.7161,22478.39664
MKD,2005,1306.67832,53.36232051
MLI,2005,83.21800502,0.225288534
MLT,2005,0.375244902,0.125204819
MMR,2005,91847.19125,1281.60108
MNE,2005,172.2862593,5.231967925
MNG,2005,7466.82574,5402.401299
MOZ,2005,150558.1388,1275.030015
MRT,2005,0.073900905,0
MSR,2005,24.34238823,0.663751558
MTQ,2005,204.773849,2.235399354
MUS,2005,174.2112224,0
MWI,2005,9445.008719,17.0950878
MYS,2005,375419.863,7353.248994
MYT,2005,34.30775129,0.525652241
NAM,2005,64.32429262,0.366300304
NCL,2005,1471.686913,650.3348188
NGA,2005,13279.8991,26.20185605
NIC,2005,95150.05188,1395.92428
NLD,2005,1472.038062,59.61394348
NOR,2005,24918.83752,615.2989989
NPL,2005,2758.319494,462.5770217
NZL,2005,52519.23788,1612.086749
PAK,2005,948.1827763,619.4173705
PAN,2005,12349.22333,251.4349654
PER,2005,163023.1377,13757.99738
PHL,2005,49781.58481,654.7844233
PLW,2005,43.40984524,2.746829119
PNG,2005,39021.21608,2844.882634
POL,2005,82378.57067,309.8452858
PRI,2005,1288.007315,19.98378775
PRK,2005,16528.51423,3638.757723
PRT,2005,38934.42515,14693.23792
PRY,2005,262650.764,14433.24675
PSE,2005,0.456773346,0
REU,2005,225.3239566,0
ROU,2005,19418.21377,406.6243723
RUS,2005,1589993.162,625951.0733
RWA,2005,821.9229421,0.307553034
SDN,2005,100.1878736,0.755621989
SEN,2005,71.58203072,3.451125228
SGP,2005,82.29476475,0.23073146
SLB,2005,6549.425911,101.992755
SLE,2005,6872.404838,17.8144939
SLV,2005,5880.546431,135.6193352
SMR,2005,0.167247596,0
SOM,2005,271.9112389,0.076914392
SRB,2005,1550.573728,31.77667339
SSD,2005,10566.19773,87.76723205
SUR,2005,3512.144503,412.987577
SVK,2005,27674.41493,324.3095025
SVN,2005,1950.954262,51.97310309
SWE,2005,248560.1687,2013.21072
SWZ,2005,4535.096301,62.30201719
SXM,2005,3.588811762,0.073242882
SYC,2005,0.151844089,0
SYR,2005,791.8076299,334.9304694
TCA,2005,22.25030443,1.001266958
TCD,2005,472.3727029,0.37667534
TGO,2005,2047.965588,3.887896858
THA,2005,84287.06004,515.045412
TJK,2005,28.53926539,0
TKM,2005,30.5327798,5.160583769
TLS,2005,1311.308118,102.7010145
TTO,2005,1228.863956,41.41716081
TUN,2005,632.9729463,0
TUR,2005,20410.60263,1484.669742
TWN,2005,1522.31502,44.24736277
TZA,2005,91583.41419,311.0022619
UGA,2005,29172.07693,8.609102418
UKR,2005,36558.45416,783.1231019
UMI,2005,84.49769213,0.511658766
URY,2005,15919.04662,825.9643513
USA,2005,2691182.312,835985.3165
UZB,2005,21.18575016,1.797257657
VCT,2005,16.63506363,0
VEN,2005,94967.00677,5090.539666
VGB,2005,3.727422079,0
VIR,2005,20.30460963,0.146485435
VNM,2005,102211.1188,1483.565848
VUT,2005,254.4832671,47.30427841
XAD,2005,0.190439375,0
XCA,2005,6.98901279,0.222457295
XKO,2005,313.8317035,8.161757706
XNC,2005,3.654244014,0.314506439
ZAF,2005,104652.3464,2316.295017
ZMB,2005,57518.16135,649.5942954
ZWE,2005,11748.83515,37.23690013
ABW,2006,0.225486961,0
AFG,2006,152.0845359,134.042416
AGO,2006,76940.42603,214.4958608
AIA,2006,1.317156598,0
ALA,2006,100.1445616,2.218553471
ALB,2006,962.7062924,86.68004501
AND,2006,6.624548271,0
ARG,2006,316447.2284,15559.0465
ARM,2006,129.7490667,28.73208853
ATG,2006,61.152116,3.525793944
AUS,2006,186303.9394,86711.35363
AUT,2006,12583.53339,51.59657936
AZE,2006,525.2014627,119.9051574
BDI,2006,343.5676257,0
BEL,2006,6916.084249,46.79452171
BEN,2006,1794.804498,1.528065026
BES,2006,6.900502289,1.541533562
BFA,2006,4.757071365,0
BGD,2006,6862.821263,79.86340859
BGR,2006,5171.123841,147.4007404
BHS,2006,1015.773944,223.2172967
BIH,2006,535.9688348,14.56282146
BLR,2006,42269.35271,1562.073187
BLZ,2006,4269.735224,334.5121863
BMU,2006,0.065301982,0
BOL,2006,216314.8215,19073.59128
BRA,2006,2876804.747,195417.1446
BRB,2006,4.122334598,0
BRN,2006,1013.514425,52.98927271
BTN,2006,622.8728831,119.7041477
BWA,2006,40.10784404,0.502230803
CAF,2006,57883.22093,220.3012172
CAN,2006,2406190.736,1278835.382
CHE,2006,2048.850496,10.5718133
CHL,2006,91923.23939,3689.664738
CHN,2006,575232.887,116275.193
CIV,2006,97775.24079,123.6470302
CMR,2006,35986.04111,107.9494974
COD,2006,453170.6128,2568.484486
COG,2006,22153.9381,252.842187
COL,2006,189963.6017,9504.372223
COM,2006,12.96365993,0.075408562
CPV,2006,6.024247134,1.339293935
CRI,2006,10059.47496,264.7026087
CUB,2006,12305.08782,2555.012957
CUW,2006,3.460681364,0.225768406
CYM,2006,17.95942013,3.053666293
CYP,2006,58.60322574,10.76543785
CZE,2006,8606.687254,14.69835332
DEU,2006,42652.88487,126.4733808
DMA,2006,25.38270162,0.074218045
DNK,2006,5213.706719,29.28067338
DOM,2006,13413.9154,659.1006669
DZA,2006,5415.394074,0
ECU,2006,35602.59677,2281.120639
EGY,2006,38.12591039,0
ESP,2006,72719.07732,23091.34279
EST,2006,21731.76607,622.767123
ETH,2006,12075.93886,21.66273131
FIN,2006,182294.8218,4685.266473
FJI,2006,1874.418806,45.28823959
FRA,2006,55049.47436,1222.918781
GAB,2006,19300.76156,185.2846884
GBR,2006,21053.4779,1644.3966
GEO,2006,531.3530526,86.20886377
GGY,2006,0.151252314,0
GHA,2006,27136.10603,32.37110046
GIN,2006,15305.72413,7.206477989
GLP,2006,62.26845623,0.886962002
GMB,2006,6.294415373,0.224711548
GNB,2006,2018.27363,0.603012862
GNQ,2006,1255.615539,2.536774119
GRC,2006,7345.97017,3349.578529
GRD,2006,31.53202039,0.903125591
GTM,2006,52558.40356,4824.802804
GUF,2006,2534.97069,183.7392097
GUY,2006,5933.770238,435.5669222
HKG,2006,20.81847235,1.282980621
HND,2006,41630.86209,2324.512951
HRV,2006,2204.198907,93.23563123
HTI,2006,1162.839786,49.03316394
HUN,2006,7989.93471,82.35270009
IDN,2006,1433150.234,99978.96926
IMN,2006,26.24447503,4.452614985
IND,2006,67410.50808,1869.840969
IRL,2006,5248.275462,101.5872811
IRN,2006,140.7888508,26.57711239
IRQ,2006,6.240043598,0.638096786
ISR,2006,132.2276804,82.37868374
ITA,2006,8901.865352,460.0414449
JAM,2006,2797.683668,67.45199461
JEY,2006,0.202687906,0.152002642
JOR,2006,0.783579142,0.783579142
JPN,2006,38974.45383,117.9116164
KAZ,2006,3142.037634,1139.131532
KEN,2006,20656.43878,140.4851828
KGZ,2006,110.5831599,45.40742313
KHM,2006,80507.1954,2631.027858
KNA,2006,20.4544453,0.294265436
KOR,2006,10148.49521,0
LAO,2006,122677.8799,408.0638927
LBN,2006,148.8179049,25.43824046
LBR,2006,36221.24298,43.72108344
LBY,2006,16.30246551,0
LCA,2006,98.11695234,1.344785106
LIE,2006,11.59810537,0
LKA,2006,7730.473436,84.18222688
LSO,2006,2.425620266,0
LTU,2006,17449.72687,171.9209424
LUX,2006,365.9888042,1.197210706
LVA,2006,38893.50325,291.8974327
MAC,2006,3.49832494,0.214128037
MAF,2006,2.636319611,0
MAR,2006,2221.77692,0
MDA,2006,173.201521,4.453200571
MDG,2006,71034.03766,4729.026174
MDV,2006,3.906378081,0
MEX,2006,179043.6659,37249.04439
MKD,2006,2042.132597,36.2193105
MLI,2006,103.7089366,0
MLT,2006,0.625885313,0
MMR,2006,127464.1415,3202.70243
MNE,2006,175.546174,16.32120557
MNG,2006,13249.21445,9625.2372
MOZ,2006,172223.8975,1257.560211
MSR,2006,12.61260458,0.516281624
MTQ,2006,91.17823278,1.266407094
MUS,2006,142.4874223,0
MWI,2006,5563.048996,49.63250547
MYS,2006,333901.3949,4365.753122
MYT,2006,41.58675274,0.075062908
NAM,2006,17.04099672,0.943851179
NCL,2006,2134.532561,1147.140146
NGA,2006,26167.55795,82.07366609
NIC,2006,38875.4582,779.6126246
NLD,2006,1482.347281,88.1727627
NOR,2006,40648.51286,2830.652797
NPL,2006,3255.010029,581.2213846
NZL,2006,61671.65711,1334.873054
PAK,2006,1345.32011,852.9352341
PAN,2006,34322.71157,851.8103887
PER,2006,88915.88444,7852.552044
PHL,2006,57428.52505,665.5223611
PLW,2006,34.86713969,1.678817856
PNG,2006,56388.4053,1619.331096
POL,2006,37680.33709,241.9810949
PRI,2006,1242.998386,9.955937039
PRK,2006,12580.25143,775.7310068
PRT,2006,42566.30062,12380.33256
PRY,2006,148256.361,6323.820186
PSE,2006,0.723415528,0
REU,2006,628.8964876,0
ROU,2006,13066.51923,93.24492609
RUS,2006,2233420.158,1347824.621
RWA,2006,745.5328997,0.307502974
SDN,2006,4.150664514,0
SEN,2006,41.24825585,0.225373433
SGP,2006,56.06806504,0.076912169
SLB,2006,5068.41964,79.72831651
SLE,2006,28525.9284,9.591956338
SLV,2006,4604.314795,150.5522894
SOM,2006,118.5166969,4.62685276
SRB,2006,1891.223049,28.08141774
SSD,2006,8963.298123,40.2805741
SUR,2006,3404.350216,259.5164615
SVK,2006,8022.866911,29.0228048
SVN,2006,1246.118948,25.11171879
SWE,2006,249126.0801,3836.959807
SWZ,2006,9431.399995,60.01121117
SXM,2006,2.270716446,0
SYC,2006,0.151818217,0
SYR,2006,280.7515573,156.2499
TCA,2006,4.577945866,0.357705247
TCD,2006,2981.897009,1.143237277
TGO,2006,1687.80643,1.144831919
THA,2006,99820.57963,751.540411
TJK,2006,19.43307664,0
TKM,2006,13.62915283,0.309358401
TLS,2006,2929.092199,228.856062
TTO,2006,1755.825236,39.6887881
TUN,2006,353.7352516,0
TUR,2006,25884.82381,4474.855392
TWN,2006,2076.722502,40.99865984
TZA,2006,85295.84419,428.0946221
UGA,2006,28448.19803,5.918733391
UKR,2006,42130.10873,1951.700679
UMI,2006,0.073094775,0
URY,2006,21029.2794,463.6140617
USA,2006,2605664.476,790926.6919
UZB,2006,53.07967529,1.142304496
VCT,2006,10.49410676,0
VEN,2006,85490.75854,3975.372684
VGB,2006,2.777119089,0.219203205
VIR,2006,73.8059374,0.950835707
VNM,2006,78777.19253,1248.964062
VUT,2006,219.1213868,12.57696257
XAD,2006,2.097757331,0
XCA,2006,8.970921929,0.599829059
XKO,2006,519.9870445,26.2807597
XNC,2006,15.89387124,1.008745515
ZAF,2006,104943.2707,6112.709003
ZMB,2006,40500.9012,528.5993566
ZWE,2006,14883.27679,168.6910909
AFG,2007,252.841662,215.5554385
AGO,2007,145286.7126,375.1803298
AIA,2007,8.63554887,0.219559193
ALA,2007,247.9460723,6.96421264
ALB,2007,5225.026688,3425.856771
AND,2007,2.169059292,0.057119216
ARG,2007,425345.2678,20902.62443
ARM,2007,54.53641566,9.893348582
ATG,2007,37.15782874,3.013975663
AUS,2007,372716.7841,232267.242
AUT,2007,31669.68993,194.91485
AZE,2007,507.5572253,59.94210794
BDI,2007,1861.686871,0.153675616
BEL,2007,5985.142534,41.85339556
BEN,2007,4659.699062,6.340501993
BES,2007,0.660916714,0
BFA,2007,2.868084606,0
BGD,2007,3995.102624,74.27031262
BGR,2007,9557.281925,1886.530056
BHS,2007,604.8076716,86.42849504
BIH,2007,2681.522459,1223.508989
BLR,2007,32656.75023,535.3137261
BLZ,2007,12263.6032,2277.371247
BOL,2007,189952.9201,18027.3116
BRA,2007,2621820.178,221842.3814
BRB,2007,31.6282371,0.149942841
BRN,2007,1564.832815,83.8925956
BTN,2007,508.2207291,67.42624568
BWA,2007,33.55963859,1.630040238
CAF,2007,37308.15626,427.7169467
CAN,2007,2117900.17,1048551.637
CHE,2007,1852.248352,22.1736008
CHL,2007,121652.3289,7592.029707
CHN,2007,652978.7122,51178.57949
CIV,2007,90855.54001,259.3337205
CMR,2007,45916.05231,55.08878942
COD,2007,462903.2876,4049.085006
COG,2007,29764.68795,495.4852676
COL,2007,269029.2864,14899.33063
COM,2007,77.72839325,0.678055369
CPV,2007,0.591771181,0.14738544
CRI,2007,11447.87329,428.2031022
CUB,2007,7873.760798,1449.232576
CUW,2007,4.21289018,0.150508855
CYM,2007,17.86412731,0.726413234
CYP,2007,778.2392784,522.4215149
CZE,2007,21325.09484,41.36777524
DEU,2007,93223.62502,995.9606859
DMA,2007,40.30000141,0.890629279
DNK,2007,4381.407304,29.70499383
DOM,2007,16059.06186,1020.612882
DZA,2007,5201.556583,0
ECU,2007,60539.50437,2444.715879
EGY,2007,78.27013989,0
ESP,2007,60256.31685,7004.147353
EST,2007,16188.59507,226.6264689
ETH,2007,25608.57311,28.11934244
FIN,2007,151914.8779,1648.702694
FJI,2007,2148.467098,77.57006966
FRA,2007,49246.17317,1193.650199
GAB,2007,16501.47575,75.2114697
GBR,2007,31222.41959,2359.429229
GEO,2007,992.4460001,266.7399026
GHA,2007,40172.37056,37.25844349
GIN,2007,33821.27135,77.42077677
GLP,2007,158.3031189,1.108992821
GMB,2007,49.60546798,0
GNB,2007,6044.027621,5.427602969
GNQ,2007,3141.527252,8.074734799
GRC,2007,46061.55696,37270.79763
GRD,2007,67.81289337,0.301169505
GTM,2007,126556.7246,11048.88019
GUF,2007,3328.108834,223.7398449
GUY,2007,5249.63206,338.5979034
HKG,2007,29.58773664,2.066582012
HND,2007,42412.38496,2372.302426
HRV,2007,3237.112404,368.9340263
HTI,2007,2077.211676,77.15547821
HUN,2007,9361.071277,146.2885261
IDN,2007,1387625.292,216277.4155
IMN,2007,30.38838462,8.409990215
IND,2007,73906.51986,2396.731083
IRL,2007,11681.90158,1141.10603
IRN,2007,131.0592763,17.1900332
IRQ,2007,10.32854486,1.304578155
ISR,2007,47.96047012,1.360522033
ITA,2007,11590.05571,1875.107466
JAM,2007,1269.915259,18.95178884
JOR,2007,0.391925697,0.3264935
JPN,2007,45585.77816,128.4680111
KAZ,2007,4605.437639,1658.313002
KEN,2007,26102.96008,109.7382524
KGZ,2007,107.4293335,55.04515127
KHM,2007,77676.05563,1276.418578
KNA,2007,12.28689485,0.147173114
KOR,2007,8096.166335,0
LAO,2007,132995.1258,423.3027363
LBN,2007,273.0303215,102.3479004
LBR,2007,44282.08228,182.0828547
LBY,2007,4.290915298,0
LCA,2007,48.575696,2.690563941
LIE,2007,8.433932017,0
LKA,2007,10241.81996,139.7985701
LSO,2007,3.018690577,0
LTU,2007,16036.74941,112.6214942
LUX,2007,502.2325747,0.249439591
LVA,2007,36128.7537,267.3872954
MAC,2007,4.42678234,0.285580101
MAF,2007,2.709545012,0
MAR,2007,2513.070495,0
MDA,2007,236.2628222,17.1797044
MDG,2007,188580.0889,6977.873319
MDV,2007,6.1934676,0
MEX,2007,218600.7542,15952.72678
MKD,2007,3862.343733,1772.910974
MLI,2007,125.0852239,0.521717538
MLT,2007,0.813837645,0
MMR,2007,146598.3183,2740.355126
MNE,2007,1051.424389,451.9585686
MNG,2007,48081.70457,46149.93093
MOZ,2007,138492.6066,1047.256766
MSR,2007,10.47386603,3.17163482
MTQ,2007,155.675143,1.48998073
MUS,2007,131.7104811,0
MWI,2007,7494.461042,26.59190783
MYS,2007,405158.5125,6585.127325
MYT,2007,20.04483602,0.075098984
NAM,2007,80.07489582,0.215377622
NCL,2007,975.1134733,293.0387736
NER,2007,0.075170936,0
NGA,2007,24572.53018,81.25862354
NIC,2007,88499.9115,1652.025577
NLD,2007,1646.094035,23.86096613
NOR,2007,31841.16195,795.7813254
NPL,2007,3465.502269,436.1925701
NZL,2007,62642.62341,1809.51071
PAK,2007,1123.463104,741.1292946
PAN,2007,20644.52749,1001.581307
PER,2007,115742.7787,5816.681298
PHL,2007,66498.02542,847.3798829
PLW,2007,90.63736882,6.484627349
PNG,2007,49173.00346,1864.846761
POL,2007,57310.99658,246.5069663
PRI,2007,1037.451056,16.03200981
PRK,2007,13289.30116,2016.587083
PRT,2007,36321.93875,3344.248494
PRY,2007,426216.1302,24291.04969
PSE,2007,1.179882171,0
ROU,2007,38081.9261,1158.09115
RUS,2007,2338922.594,1324476.838
RWA,2007,1429.976725,0.23069119
SDN,2007,184.9207849,0.901990394
SEN,2007,172.3213261,0.525823473
SGP,2007,74.44906843,0.769119349
SLB,2007,5665.31338,67.32768347
SLE,2007,21878.47753,89.97634336
SLV,2007,2984.158948,123.6639177
SMR,2007,0.947952559,0.055733552
SOM,2007,270.5877625,9.910477631
SPM,2007,0.10590869,0
SRB,2007,2254.056465,459.6613197
SSD,2007,9523.609931,47.23225961
SUR,2007,3625.827878,225.6017886
SVK,2007,9485.823045,62.1124468
SVN,2007,2106.658484,141.306477
SWE,2007,182858.0368,1941.505857
SWZ,2007,6469.371087,56.60750609
SXM,2007,5.420395278,0.146501805
SYR,2007,1577.236882,1159.351954
TCA,2007,73.5404756,7.581644501
TCD,2007,1001.077371,0.983105238
TGO,2007,3187.393568,0.990470287
THA,2007,92628.55864,1010.892282
TJK,2007,14.0399934,0
TKM,2007,37.80768805,3.51286283
TLS,2007,1555.901781,108.0684214
TTO,2007,1108.586612,32.45331598
TUN,2007,878.4803312,0
TUR,2007,25344.1462,4472.58898
TWN,2007,1729.670144,43.05619908
TZA,2007,121685.2129,429.5579178
UGA,2007,36627.18579,19.06132981
UKR,2007,64266.43965,1682.01609
URY,2007,21529.69942,516.9577067
USA,2007,2435022.678,537421.7365
UZB,2007,43.11389129,3.404671941
VCT,2007,23.15694366,0.599767487
VEN,2007,114346.9797,10226.25445
VGB,2007,6.138666342,0.438505988
VIR,2007,25.06351793,0.219387757
VNM,2007,80225.30123,1273.83402
VUT,2007,111.8981949,5.436206294
XAD,2007,3.367707529,0
XCA,2007,17.06551944,1.903835516
XKO,2007,811.0238212,380.6361357
XNC,2007,12.67776585,1.260490549
ZAF,2007,47105.15704,2389.392794
ZMB,2007,53654.07997,30.08453895
ZWE,2007,9299.785557,73.54468527
AFG,2008,107.4062482,84.60501508
AGO,2008,103582.0364,1000.636552
AIA,2008,10.39065127,0.073160976
ALA,2008,1291.947955,28.16336509
ALB,2008,5471.318404,3225.340353
AND,2008,5.247863487,0.057043467
ARG,2008,592753.2272,29605.82392
ARM,2008,113.0315331,5.972441777
ATG,2008,45.69564378,1.10286967
AUS,2008,205724.854,105540.5962
AUT,2008,26895.74319,406.5130219
AZE,2008,472.3169241,39.02922977
BDI,2008,1999.445333,0.153546975
BEL,2008,7213.544886,63.94062861
BEN,2008,481.5517399,0.458693605
BES,2008,0.590921557,0.150452082
BFA,2008,4.757499022,0
BGD,2008,4480.089873,74.17304434
BGR,2008,6448.134767,457.5549234
BHS,2008,1949.235761,392.0243888
BIH,2008,1551.788318,235.8975554
BLM,2008,0.146610286,0
BLR,2008,35896.4819,518.2918519
BLZ,2008,8216.09473,588.3035193
BMU,2008,0.195896768,0
BOL,2008,369850.5606,31351.85674
BRA,2008,2444308.038,166871.0729
BRB,2008,13.71672659,0
BRN,2008,1299.95055,61.11484843
BTN,2008,775.3336951,124.9455858
BWA,2008,26.06325586,1.139182851
CAF,2008,31859.75234,71.12855025
CAN,2008,1949007.837,1064559.079
CHE,2008,2419.26864,29.22649991
CHL,2008,123068.3134,15330.71189
CHN,2008,738031.2919,70265.712
CIV,2008,127466.5947,91.29056076
CMR,2008,35141.59928,70.31276184
COD,2008,404830.7294,1688.044817
COG,2008,17374.33581,120.7831615
COL,2008,231849.4997,10650.22772
COM,2008,34.95359878,0.451789049
CPV,2008,0.148145368,0
CRI,2008,21875.0408,865.3120401
CUB,2008,17083.73577,1458.744793
CUW,2008,5.492518068,0.301078152
CYM,2008,32.34618678,0.507667113
CYP,2008,94.79670438,37.98918583
CZE,2008,16872.51001,161.0694664
DEU,2008,61696.17109,351.7964537
DMA,2008,93.3736837,0.965020383
DNK,2008,6060.808106,30.14983644
DOM,2008,21612.20822,1729.088383
DZA,2008,7972.33696,0
ECU,2008,51890.07405,2100.917371
EGY,2008,81.46682984,0
ESP,2008,44287.97422,4640.503172
EST,2008,18296.51161,400.135493
ETH,2008,24008.62801,54.40020778
FIN,2008,200192.107,3135.07039
FJI,2008,2387.257111,40.64890625
FRA,2008,86955.39993,1354.842189
GAB,2008,17367.16599,135.3844982
GBR,2008,12505.12979,956.9240711
GEO,2008,745.6179695,204.7119027
GGY,2008,0.252044675,0.100798965
GHA,2008,37848.66471,48.97470115
GIN,2008,21481.36187,12.30469656
GLP,2008,134.8593614,0.369997729
GMB,2008,297.2128362,0.524255859
GNB,2008,3248.361754,2.258915444
GNQ,2008,4821.675874,11.45713563
GRC,2008,21197.20768,14154.28338
GRD,2008,64.18114656,0.75223016
GTM,2008,77172.95991,4964.086664
GUF,2008,5223.395382,263.8302085
GUY,2008,9460.220061,422.5306129
HKG,2008,26.51698052,1.140424353
HND,2008,43299.04955,3013.112793
HRV,2008,3890.747255,227.6929684
HTI,2008,2191.548927,103.4806539
HUN,2008,8911.602985,118.0101892
IDN,2008,1396251.29,59071.53069
IND,2008,85952.75573,2998.988759
IRL,2008,6923.786207,322.3686168
IRN,2008,374.2013381,83.66397902
IRQ,2008,17.80291335,0.507285744
ISR,2008,65.05592308,1.753127714
ITA,2008,15153.61513,2531.884107
JAM,2008,2026.920948,35.57651547
JEY,2008,2.076033521,0
JPN,2008,40839.3151,199.6480347
